31647	23179A	Aur
-	23179B	Aur
31845	23214	Tau
31579	23216	Cam
32008	23221	Eri
32045	23231	Eri
31761	23261B	Aur
31761	23261A	Aur
30338	23265	Cep
31780	23268	Aur
32249	23364	Eri
31964	23416	Aur
32068	23453	Aur
33285	23467	Men
32503	23474	Lep
32743	23482	Pic
32301	23497	Tau
31910	23522	Cam
23831	23595	Cae
23831	23595	Cae
32549	23607	Ori
33042	23649	Pic
32887	23685	Lep
33262	23693	Dor
32343	23734	Cam
32357	23743	Cam
32630	23767	Aur
32537	23783	Aur
32964	23794	Eri
32923	23835	Tau
33021	23852	Ori
32977	23871	Tau
33111	23875	Eri
33054	23879A	Ori
33054	23879B	Ori
32991	23883	Tau
32990	23900	Tau
33256	23941	Eri
33121	23949	Tau
33328	23972	Eri
33254	23983	Ori
33276	24010	Ori
33802	24244	Lep
33904	24305	Lep
33949	24327B	Lep
33949	24327A	Lep
33856	24331A	Ori
-	24331B	Ori
33641	24340	Aur
33296	24348	Cam
34649	24372	Dor
34085	24436	Ori
33959	24504	Aur
34053	24512	Tau
34203	24555	Ori
34029	24608	Aur
34642	24659	Col
34503	24674	Ori
34334	24727	Aur
34364	24740	Aur
34411	24813	Aur
34658	24817	Ori
34559	24822	Tau
35072	24829	Pic
34499	24832	Aur
34233	24836	Cam
34816	24845	Lep
34863	24873	Lep
34578	24879	Aur
35039	25044	Ori
34759	25048	Aur
35580	25098	Pic
35149	25142	Ori
35148	25145	Ori
35076	25192	Aur
34787	25197	Cam
35337	25202	Lep
35189	25216	Tau
35369	25247	Ori
35296	25278	Tau
35411	25281A	Ori
35411	25281B	Ori
35410	25282	Ori
35186	25292	Aur
35439	25302	Ori
35860	25303	Pic
35468	25336	Ori
35532	25410	Tau
35497	25428	Tau
36189	25429	Dor
35715	25473B	Ori
35715	25473A	Ori
35671	25499	Tau
35708	25539	Tau
35620	25541	Aur
35770	25555	Tau
35802	25583	Tau
36079	25606	Lep
35943	25695B	Tau
35943	25695A	Tau
36167	25737	Ori
35583	25769	Cam
36267	25813A	Ori
36267	25813B	Ori
36473	25853	Lep
36597	25859	Col
36351	25861A	Ori
36351	25861B	Ori
37763	25918	Men
36512	25923	Ori
36486	25930A	Ori
36486	25930D	Ori
36389	25945	Tau
36066	25973	Cam
36371	25984	Aur
36673	25985	Lep
36848	25993	Col
36576	26064	Tau
37350	26069	Dor
36653	26093	Ori
36777	26126	Ori
36822	26176	Ori
36861	26207A	Ori
36862	26207B	Ori
37020	26220	Ori
37021	26220	Ori
37022	26221	Ori
37023	26224	Ori
37041	26235	Ori
37018	26237	Ori
37043	26241	Ori
37042	-	Ori
36819	26248	Tau
38602	26264	Men
37077	26268	Ori
37128	26311	Ori
37160	26366	Ori
37147	26382	Tau
39091	26394	Men
36570	26408A	Cam
36570	26408B	Cam
37430	26412	Col
36770	26426	Cam
37202	26451	Tau
37495	26460	Col
37269	26536C	Aur
37269	26536A	Aur
37269	26536B	Aur
37468	26549A	Ori
37468	26549B	Ori
37468	26551	Ori
37479	-	Ori
37507	26563	Ori
37070	26587	Cam
37490	26594	Ori
37795	26634	Col
37438	26640	Tau
37136	26700	Cam
37742	26727A	Ori
37743	26727B	Ori
37711	26777A	Tau
37711	26777B	Tau
38090	26865	Lep
37984	26885	Ori
37940	26925	Tau
37601	26942	Cam
37638	27046	Cam
38392	-	Lep
38393	27072	Lep
39014	27100	Dor
38219	27106	Tau
38104	27196	Aur
38666	27204	Col
38091	27249	Cam
38478	27265	Tau
38129	27283	Cam
38678	27288	Lep
-	27316B	Tau
38545	27316A	Tau
39060	27321	Pic
38558	27338	Tau
38622	27364	Tau
38771	27366	Ori
39810	27369	Men
38710	27386B	Ori
38710	27386A	Ori
38604	27458	Aur
38751	27468	Tau
38656	27483	Aur
38899	27511	Tau
39523	27530	Pic
39844	27534	Dor
40953	27566	Men
39019	27581	Tau
38618	27592	Cam
39425	27628	Col
38944	27639	Aur
39364	27654	Lep
39291	27658	Ori
39003	27673	Aur
38831	27731	Cam
39317	27743	Tau
39400	27750	Ori
39764	27810	Col
39357	27830	Tau
39587	27913	Ori
39283	27949	Aur
39698	27965	Ori
39220	27971	Cam
39801	27989	Ori
40176	28010	Col
40248	28098	Col
40136	28103	Lep
40494	28199	Col
40111	28237	Tau
40372	28271	Ori
40446	28296	Ori
40535	28321	Mon
40536	28325	Mon
40808	28328	Col
40035	28358	Aur
40183	28360	Aur
40312	28380	Aur
40239	28404	Aur
40545	28455	Tau
40394	28499	Aur
40967	28574B	Mon
40967	28574A	Mon
40932	28614A	Ori
40932	28614B	Ori
40801	28677	Aur
41040	28691	Ori
41117	28716	Ori
41116	28734A	Gem
41116	28734B	Gem
41361	28812	Ori
41380	28814	Ori
41511	28816	Lep
41074	28823	Aur
41695	28610	Lep
42525	28909	Dor
41357	28946	Aur
42078	28957	Col
41543	28969	Gem
42167	29034	Col
41753	29038	Ori
42042	29048	Lep
42303	29064	Col
43107	29134	Dor
42087	29225A	Gem
42087	29225B	Gem
41597	29246	Cam
43834	29271	Men
42933	29276	Pic
42216	29288A	Gem
42216	29288B	Gem
41783	29315	Cam
41782	29348	Cam
43455	29353	Dor
42398	29379	Gem
42127	29388A	Aur
42126	29388B	Aur
42560	29426	Ori
42509	29433	Ori
42545	29434	Ori
42543	29450	Gem
41927	29490	Cam
43042	29650	Ori
43232	29651	Mon
42995	29655B	Gem
42995	29655A	Gem
43039	29696	Aur
43153	29704	Ori
42633	29730	Cam
43247	29736	Ori
43261	29789	Gem
43386	29800	Ori
43785	29807	Col
43384	29840	Gem
43525	29850	Ori
43244	29884	Aur
43760	29885	Mon
42973	29919	Lyn
43380	29949	Aur
43740	30003	Gem
43818	30046	Gem
43836	30049	Gem
43378	30060	Lyn
44112	30073	Mon
44402	30122	CMa
43905	30247	Aur
43812	30272B	Lyn
43812	30272A	Lyn
44762	30277	Col
43749	30278	Lyn
45669	30321	Dor
44743	30324	CMa
45229	30342	Pic
44478	30343	Gem
44769	30419	Mon
44770	30422	Mon
45348	30438	Car
44537	30520	Aur
46116	30565	Dor
44974	30588	Gem
44708	30679	Lyn
45418	30700	Mon
45352	30756	Gem
45352	30757	Gem
45394	30769	Gem
45546	30772	Mon
45813	30788	CMa
45412	30827	Aur
45725	30867A	Mon
45726	30867B	Mon
45727	30867C	Mon
45542	30883	Gem
45466	30972	Aur
45410	31039	Lyn
46031	31105	Gem
46328	31125	CMa
46860	31137B	Pic
46860	31137A	Pic
