01.1166667 +50.000000 011:012
01.3333333 -76.000000 563:485
01.3333333 -75.000000 563:485
01.3333333 -74.000000 563:485
01.3333333 -73.000000 563:485
01.3333333 -72.000000 563:485
01.3333333 -71.000000 563:485
01.3333333 -70.000000 563:485
01.3333333 -69.000000 563:485
01.3333333 -68.000000 563:485
01.3333333 -67.000000 563:485
01.3333333 -66.000000 563:485
01.3333333 -65.000000 563:485
01.3333333 -64.000000 563:485
01.3333333 -63.000000 563:485
01.3333333 -62.000000 563:485
01.3333333 -61.000000 563:485
01.3333333 -60.000000 563:485
01.3333333 -59.000000 563:485
01.3333333 -58.000000 563:485
01.3333333 -57.000000 563:485
01.3333333 -56.000000 563:485
01.3333333 -55.000000 563:485
01.3333333 -54.000000 563:485
01.3333333 -53.500000 563:485
01.3666667 +50.000000 013:292
01.3666667 +51.000000 013:292
01.3666667 +52.000000 013:292
01.3666667 +53.000000 013:292
01.3666667 +54.000000 013:292
01.4083333 +28.000000 681:022
01.4083333 +29.000000 681:022
01.4083333 +30.000000 681:022
01.4083333 +31.000000 681:022
01.4083333 +32.000000 681:022
01.4083333 +33.000000 681:022
01.4083333 +34.000000 681:022
01.4083333 +35.000000 681:022
01.5833333 -53.500000 486:487
01.5833333 -53.000000 486:487
01.5833333 -52.000000 486:487
01.5833333 -51.500000 486:487
01.6666667 -40.000000 499:339
01.6666667 -39.000000 499:339
01.6666667 -38.000000 499:339
01.6666667 -37.000000 499:339
01.6666667 -36.000000 499:339
01.6666667 -35.000000 499:339
01.6666667 -34.000000 499:339
01.6666667 -33.000000 499:339
01.6666667 -32.000000 499:339
01.6666667 -31.000000 499:339
01.6666667 -30.000000 499:339
01.6666667 -29.000000 499:339
01.6666667 -28.000000 499:339
01.6666667 -27.000000 499:339
01.6666667 -26.000000 499:339
01.6666667 -25.000000 499:339
01.6666667 -24.383333 499:339
01.6666667 +09.916667 119:682
01.6666667 +10.000000 119:682
01.6666667 +11.000000 119:682
01.6666667 +12.000000 119:682
01.6666667 +13.000000 119:682
01.6666667 +14.000000 119:682
01.6666667 +15.000000 119:682
01.6666667 +16.000000 119:682
01.6666667 +17.000000 119:682
01.6666667 +18.000000 119:682
01.6666667 +19.000000 119:682
01.6666667 +20.000000 119:682
01.6666667 +21.000000 119:682
01.6666667 +22.000000 119:682
01.6666667 +23.000000 119:682
01.6666667 +24.000000 119:682
01.6666667 +25.000000 119:682
01.6666667 +26.000000 119:682
01.6666667 +27.000000 119:682
01.6666667 +28.000000 119:682
01.6666667 +47.000000 015:014
01.6666667 +48.000000 015:014
01.6666667 +49.000000 015:014
01.6666667 +50.000000 015:014
01.7000000 +54.000000 291:290
01.7000000 +55.000000 291:290
01.7000000 +56.000000 291:290
01.7000000 +57.000000 291:290
01.7000000 +57.500000 291:290
01.8333333 -51.500000 488:489
01.8333333 -51.000000 488:489
01.8333333 -50.000000 488:489
01.8333333 -49.000000 488:489
01.8333333 -48.166667 488:489
01.9083333 +57.500000 289:288
01.9083333 +58.000000 289:288
01.9083333 +58.500000 289:288
01.9166667 +25.000000 121:122
01.9166667 +26.000000 121:122
01.9166667 +27.000000 121:122
01.9166667 +27.250000 121:122
02.0000000 +02.000000 334:118
02.0000000 +03.000000 334:118
02.0000000 +04.000000 334:118
02.0000000 +05.000000 334:118
02.0000000 +06.000000 334:118
02.0000000 +07.000000 334:118
02.0000000 +08.000000 334:118
02.0000000 +09.000000 334:118
02.0000000 +09.916667 334:118
02.0000000 +35.000000 021:020
02.0000000 +36.000000 021:020
02.0000000 +36.750000 021:020
02.0416667 +47.000000 016:017
02.0416667 +48.000000 016:017
02.0416667 +49.000000 016:017
02.0416667 +50.000000 016:017
02.0416667 +50.500000 016:017
02.1666667 -67.500000 542:482
02.1666667 -67.000000 542:482
02.1666667 -66.000000 542:482
02.1666667 -65.000000 542:482
02.1666667 -64.000000 542:482
02.1666667 -63.000000 542:482
02.1666667 -62.000000 542:482
02.1666667 -61.000000 542:482
02.1666667 -60.000000 542:482
02.1666667 -59.000000 542:482
02.1666667 -58.000000 542:482
02.1666667 -57.000000 542:482
02.1666667 -56.000000 542:482
02.1666667 -55.000000 542:482
02.1666667 -54.000000 542:482
02.3333333 -48.166667 490:491
02.3333333 -48.000000 490:491
02.3333333 -47.000000 490:491
02.3333333 -46.000000 490:491
02.3333333 -45.000000 490:491
02.3333333 -44.000000 490:491
02.3333333 -43.000000 490:491
02.3333333 -42.000000 490:491
02.3333333 -41.000000 490:491
02.3333333 -40.000000 490:491
02.4166667 -54.000000 481:480
02.4166667 -53.000000 481:480
02.4166667 -52.000000 481:480
02.4166667 -51.000000 481:480
02.4166667 +27.250000 123:124
02.4166667 +28.000000 123:124
02.4166667 +29.000000 123:124
02.4166667 +30.000000 123:124
02.4166667 +30.666667 123:124
02.4333333 +57.000000 286:287
02.4333333 +58.000000 286:287
02.4333333 +58.500000 286:287
02.5166667 +36.750000 019:018
02.5166667 +37.000000 019:018
02.5166667 +38.000000 019:018
02.5166667 +39.000000 019:018
02.5166667 +40.000000 019:018
02.5166667 +41.000000 019:018
02.5166667 +42.000000 019:018
02.5166667 +43.000000 019:018
02.5166667 +44.000000 019:018
02.5166667 +45.000000 019:018
02.5166667 +46.000000 019:018
02.5166667 +47.000000 019:018
02.5166667 +48.000000 019:018
02.5166667 +49.000000 019:018
02.5166667 +50.000000 019:018
02.5166667 +50.500000 019:018
02.5666667 +34.000000 678:679
02.5666667 +35.000000 678:679
02.5666667 +36.000000 678:679
02.5666667 +36.750000 678:679
02.6500000 -24.383333 338:337
02.6500000 -24.000000 338:337
02.6500000 -23.000000 338:337
02.6500000 -22.000000 338:337
02.6500000 -21.000000 338:337
02.6500000 -20.000000 338:337
02.6500000 -19.000000 338:337
02.6500000 -18.000000 338:337
02.6500000 -17.000000 338:337
02.6500000 -16.000000 338:337
02.6500000 -15.000000 338:337
02.6500000 -14.000000 338:337
02.6500000 -13.000000 338:337
02.6500000 -12.000000 338:337
02.6500000 -11.000000 338:337
02.6500000 -10.000000 338:337
02.6500000 -09.000000 338:337
02.6500000 -08.000000 338:337
02.6500000 -07.000000 338:337
02.6500000 -06.000000 338:337
02.6500000 -05.000000 338:337
02.6500000 -04.000000 338:337
02.6500000 -03.000000 338:337
02.6500000 -02.000000 338:337
02.6500000 -01.750000 338:337
02.6666667 -51.000000 479:478
02.6666667 -50.000000 479:478
02.6666667 -49.000000 479:478
02.7166667 +30.666667 125:677
02.7166667 +31.000000 125:677
02.7166667 +32.000000 125:677
02.7166667 +33.000000 125:677
02.7166667 +34.000000 125:677
03.0000000 -49.000000 477:476
03.0000000 -48.000000 477:476
03.0000000 -47.000000 477:476
03.0000000 -46.000000 477:476
03.0000000 -40.000000 492:493
03.0000000 -39.583333 492:493
03.1000000 +57.000000 189:190
03.1000000 +58.000000 189:190
03.1000000 +59.000000 189:190
03.1000000 +60.000000 189:190
03.1000000 +61.000000 189:190
03.1000000 +62.000000 189:190
03.1000000 +63.000000 189:190
03.1000000 +64.000000 189:190
03.1000000 +65.000000 189:190
03.1000000 +66.000000 189:190
03.1000000 +67.000000 189:190
03.1000000 +68.000000 189:190
03.1666667 +55.000000 187:188
03.1666667 +56.000000 187:188
03.1666667 +57.000000 187:188
03.2000000 -67.500000 541:540
03.2000000 -67.000000 541:540
03.2000000 -66.000000 541:540
03.2000000 -65.000000 541:540
03.2000000 -64.000000 541:540
03.2000000 -63.000000 541:540
03.2000000 -62.000000 541:540
03.2000000 -61.000000 541:540
03.2000000 -60.000000 541:540
03.2000000 -59.000000 541:540
03.2000000 -58.000000 541:540
03.2000000 -57.500000 541:540
03.2833333 -01.750000 336:128
03.2833333 -01.000000 336:128
03.2833333 +00.000000 336:128
03.2833333 +01.000000 336:128
03.2833333 +02.000000 336:128
03.2833333 +03.000000 336:128
03.2833333 +04.000000 336:128
03.2833333 +05.000000 336:128
03.2833333 +06.000000 336:128
03.2833333 +07.000000 336:128
03.2833333 +08.000000 336:128
03.2833333 +09.000000 336:128
03.2833333 +10.000000 336:128
03.2833333 +11.000000 336:128
03.2833333 +12.000000 336:128
03.2833333 +13.000000 336:128
03.2833333 +14.000000 336:128
03.2833333 +15.000000 336:128
03.2833333 +16.000000 336:128
03.2833333 +17.000000 336:128
03.2833333 +18.000000 336:128
03.2833333 +19.000000 336:128
03.3333333 +52.500000 185:186
03.3333333 +53.000000 185:186
03.3333333 +54.000000 185:186
03.3333333 +55.000000 185:186
03.3666667 +19.000000 127:126
03.3666667 +20.000000 127:126
03.3666667 +21.000000 127:126
03.3666667 +22.000000 127:126
03.3666667 +23.000000 127:126
03.3666667 +24.000000 127:126
03.3666667 +25.000000 127:126
03.3666667 +26.000000 127:126
03.3666667 +27.000000 127:126
03.3666667 +28.000000 127:126
03.3666667 +29.000000 127:126
03.3666667 +30.000000 127:126
03.3666667 +30.666667 127:126
03.4166667 -46.000000 475:474
03.4166667 -45.000000 475:474
03.4166667 -44.000000 475:474
03.4166667 +68.000000 191:192
03.4166667 +69.000000 191:192
03.4166667 +70.000000 191:192
03.4166667 +71.000000 191:192
03.4166667 +72.000000 191:192
03.4166667 +73.000000 191:192
03.4166667 +74.000000 191:192
03.4166667 +75.000000 191:192
03.4166667 +76.000000 191:192
03.4166667 +77.000000 191:192
03.5000000 -85.000000 621:557
03.5000000 -84.000000 621:557
03.5000000 -83.000000 621:557
03.5000000 -82.000000 621:557
03.5000000 -81.000000 621:557
03.5000000 -80.000000 621:557
03.5000000 -79.000000 621:557
03.5000000 -78.000000 621:557
03.5000000 -77.000000 621:557
03.5000000 -76.000000 621:557
03.5000000 -75.000000 621:557
03.5000000 -57.500000 539:538
03.5000000 -57.000000 539:538
03.5000000 -56.000000 539:538
03.5000000 -55.000000 539:538
03.5000000 -54.000000 539:538
03.5000000 -53.166667 539:538
03.5000000 -39.583333 494:495
03.5000000 -39.000000 494:495
03.5000000 -38.000000 494:495
03.5000000 -37.000000 494:495
03.5000000 -36.000000 494:495
03.5083333 +77.000000 193:194
03.5083333 +78.000000 193:194
03.5083333 +79.000000 193:194
03.5083333 +80.000000 193:194
03.5833333 -01.750000 498:463
03.5833333 -01.000000 498:463
03.5833333 +00.000000 498:463
03.7500000 -36.000000 496:497
03.7500000 -35.000000 496:497
03.7500000 -34.000000 496:497
03.7500000 -33.000000 496:497
03.7500000 -32.000000 496:497
03.7500000 -31.000000 496:497
03.7500000 -30.000000 496:497
03.7500000 -29.000000 496:497
03.7500000 -28.000000 496:497
03.7500000 -27.000000 496:497
03.7500000 -26.000000 496:497
03.7500000 -25.000000 496:497
03.7500000 -24.383333 496:497
03.8333333 -53.166667 418:437
03.8333333 -53.000000 418:437
03.8333333 -52.000000 418:437
03.8333333 -51.000000 418:437
03.8666667 -44.000000 473:472
03.8666667 -43.000000 473:472
03.8666667 -42.000000 473:472
03.8666667 -41.000000 473:472
03.8666667 -40.000000 473:472
04.0000000 -56.500000 420:419
04.0000000 -56.000000 420:419
04.0000000 -55.000000 420:419
04.0000000 -54.000000 420:419
04.0000000 -53.166667 420:419
04.0833333 -51.000000 436:435
04.0833333 -50.000000 436:435
04.0833333 -49.000000 436:435
04.2666667 -49.000000 172:184
04.2666667 -48.000000 172:184
04.2666667 -47.000000 172:184
04.2666667 -46.000000 172:184
04.2666667 -45.000000 172:184
04.2666667 -44.000000 172:184
04.2666667 -43.000000 172:184
04.2666667 -42.000000 172:184
04.2666667 -41.000000 172:184
04.2666667 -40.000000 172:184
04.2666667 -39.000000 172:184
04.2666667 -38.000000 172:184
04.2666667 -37.000000 172:184
04.3333333 -59.000000 422:421
04.3333333 -58.000000 422:421
04.3333333 -57.000000 422:421
04.3333333 -56.500000 422:421
04.5000000 -54.000000 434:174
04.5000000 -53.000000 434:174
04.5000000 -52.000000 434:174
04.5000000 -51.000000 434:174
04.5000000 -50.000000 434:174
04.5000000 -49.000000 434:174
04.5000000 -48.000000 434:174
04.5000000 -47.000000 434:174
04.5000000 -46.500000 434:174
04.5000000 +30.000000 150:131
04.5000000 +31.000000 150:131
04.5000000 +32.000000 150:131
04.5000000 +33.000000 150:131
04.5000000 +34.000000 150:131
04.5000000 +35.000000 150:131
04.5000000 +36.000000 150:131
04.5833333 -75.000000 556:423
04.5833333 -74.000000 556:423
04.5833333 -73.000000 556:423
04.5833333 -72.000000 556:423
04.5833333 -71.000000 556:423
04.5833333 -70.000000 556:423
04.5833333 -69.000000 556:423
04.5833333 -68.000000 556:423
04.5833333 -67.000000 556:423
04.5833333 -66.000000 556:423
04.5833333 -65.000000 556:423
04.5833333 -64.000000 556:423
04.5833333 -63.000000 556:423
04.5833333 -62.000000 556:423
04.5833333 -61.000000 556:423
04.5833333 -60.000000 556:423
04.5833333 -59.000000 556:423
04.5833333 -37.000000 183:182
04.5833333 -36.000000 183:182
04.5833333 -35.000000 183:182
04.5833333 -34.000000 183:182
04.5833333 -33.000000 183:182
04.5833333 -32.000000 183:182
04.5833333 -31.000000 183:182
04.5833333 -30.000000 183:182
04.6166667 +00.000000 464:657
04.6166667 +01.000000 464:657
04.6166667 +02.000000 464:657
04.6166667 +03.000000 464:657
04.6166667 +04.000000 464:657
04.6166667 +05.000000 464:657
04.6166667 +06.000000 464:657
04.6166667 +07.000000 464:657
04.6166667 +08.000000 464:657
04.6166667 +09.000000 464:657
04.6166667 +10.000000 464:657
04.6166667 +11.000000 464:657
04.6166667 +12.000000 464:657
04.6166667 +13.000000 464:657
04.6166667 +14.000000 464:657
04.6166667 +15.000000 464:657
04.6166667 +15.500000 464:657
04.6666667 -04.000000 466:465
04.6666667 -03.000000 466:465
04.6666667 -02.000000 466:465
04.6666667 -01.000000 466:465
04.6666667 +00.000000 466:465
04.6916667 +36.000000 132:133
04.6916667 +37.000000 132:133
04.6916667 +38.000000 132:133
04.6916667 +39.000000 132:133
04.6916667 +40.000000 132:133
04.6916667 +41.000000 132:133
04.6916667 +42.000000 132:133
04.6916667 +43.000000 132:133
04.6916667 +44.000000 132:133
04.6916667 +45.000000 132:133
04.6916667 +46.000000 132:133
04.6916667 +47.000000 132:133
04.6916667 +48.000000 132:133
04.6916667 +49.000000 132:133
04.6916667 +50.000000 132:133
04.6916667 +51.000000 132:133
04.6916667 +52.000000 132:133
04.6916667 +52.500000 132:133
04.7000000 -30.000000 181:180
04.7000000 -29.000000 181:180
04.7000000 -28.000000 181:180
04.7000000 -27.250000 181:180
04.7500000 +28.500000 148:149
04.7500000 +29.000000 148:149
04.7500000 +30.000000 148:149
04.8333333 -46.500000 175:176
04.8333333 -46.000000 175:176
04.8333333 -45.000000 175:176
04.8333333 -44.000000 175:176
04.8333333 -43.000000 175:176
04.8333333 -27.250000 179:471
04.8333333 -27.000000 179:471
04.8333333 -26.000000 179:471
04.8333333 -25.000000 179:471
04.8333333 -24.000000 179:471
04.8333333 -23.000000 179:471
04.8333333 -22.000000 179:471
04.8333333 -21.000000 179:471
04.8333333 -20.000000 179:471
04.8333333 -19.000000 179:471
04.8333333 -18.000000 179:471
04.8333333 -17.000000 179:471
04.8333333 -16.000000 179:471
04.8333333 -15.000000 179:471
04.8333333 -14.500000 179:471
04.9166667 -14.500000 470:469
04.9166667 -14.000000 470:469
04.9166667 -13.000000 470:469
04.9166667 -12.000000 470:469
04.9166667 -11.000000 470:469
04.9666667 +15.500000 658:659
04.9666667 +16.000000 658:659
05.0000000 -57.500000 432:433
05.0000000 -57.000000 432:433
05.0000000 -56.000000 432:433
05.0000000 -55.000000 432:433
05.0000000 -54.000000 432:433
05.0000000 -43.000000 177:178
05.0000000 -42.000000 177:178
05.0000000 -41.000000 177:178
05.0000000 -40.000000 177:178
05.0000000 -39.000000 177:178
05.0000000 -38.000000 177:178
05.0000000 -37.000000 177:178
05.0000000 -36.000000 177:178
05.0000000 -35.000000 177:178
05.0000000 -34.000000 177:178
05.0000000 -33.000000 177:178
05.0000000 -32.000000 177:178
05.0000000 -31.000000 177:178
05.0000000 -30.000000 177:178
05.0000000 -29.000000 177:178
05.0000000 -28.000000 177:178
05.0000000 -27.250000 177:178
05.0000000 +52.500000 134:135
05.0000000 +53.000000 134:135
05.0000000 +54.000000 134:135
05.0000000 +55.000000 134:135
05.0000000 +56.000000 134:135
05.0000000 +80.000000 195:196
05.0000000 +81.000000 195:196
05.0000000 +82.000000 195:196
05.0000000 +83.000000 195:196
05.0000000 +84.000000 195:196
05.0000000 +85.000000 195:196
05.0833333 -11.000000 468:467
05.0833333 -10.000000 468:467
05.0833333 -09.000000 468:467
05.0833333 -08.000000 468:467
05.0833333 -07.000000 468:467
05.0833333 -06.000000 468:467
05.0833333 -05.000000 468:467
05.0833333 -04.000000 468:467
05.3333333 +15.500000 661:660
05.3333333 +16.000000 661:660
05.5000000 -61.000000 430:431
05.5000000 -60.000000 430:431
05.5000000 -59.000000 430:431
05.5000000 -58.000000 430:431
05.5000000 -57.500000 430:431
05.6000000 +12.500000 663:662
05.6000000 +13.000000 663:662
05.6000000 +14.000000 663:662
05.6000000 +15.000000 663:662
05.6000000 +15.500000 663:662
05.7000000 +18.000000 666:667
05.7000000 +19.000000 666:667
05.7000000 +20.000000 666:667
05.7000000 +21.000000 666:667
05.7000000 +22.000000 666:667
05.7000000 +22.833333 666:667
05.7666667 +12.500000 664:665
05.7666667 +13.000000 664:665
05.7666667 +14.000000 664:665
05.7666667 +15.000000 664:665
05.7666667 +16.000000 664:665
05.7666667 +17.000000 664:665
05.7666667 +18.000000 664:665
05.8333333 -11.000000 597:626
05.8333333 -10.000000 597:626
05.8333333 -09.000000 597:626
05.8333333 -08.000000 597:626
05.8333333 -07.000000 597:626
05.8333333 -06.000000 597:626
05.8333333 -05.000000 597:626
05.8333333 -04.000000 597:626
05.8833333 +21.500000 504:147
05.8833333 +22.000000 504:147
05.8833333 +23.000000 504:147
05.8833333 +24.000000 504:147
05.8833333 +25.000000 504:147
05.8833333 +26.000000 504:147
05.8833333 +27.000000 504:147
05.8833333 +28.000000 504:147
05.8833333 +28.500000 504:147
06.0000000 -64.000000 428:429
06.0000000 -63.000000 428:429
06.0000000 -62.000000 428:429
06.0000000 -61.000000 428:429
06.0000000 -52.500000 267:356
06.0000000 -52.000000 267:356
06.0000000 -51.000000 267:356
06.0000000 -50.000000 267:356
06.0000000 -49.000000 267:356
06.0000000 -48.000000 267:356
06.0000000 -47.000000 267:356
06.0000000 -46.000000 267:356
06.0000000 -45.000000 267:356
06.0000000 -44.000000 267:356
06.0000000 -43.000000 267:356
06.1000000 +54.000000 137:214
06.1000000 +55.000000 137:214
06.1000000 +56.000000 137:214
06.1000000 +57.000000 137:214
06.1000000 +58.000000 137:214
06.1000000 +59.000000 137:214
06.1000000 +60.000000 137:214
06.1000000 +61.000000 137:214
06.1000000 +62.000000 137:214
06.1166667 -33.000000 241:237
06.1166667 -32.000000 241:237
06.1166667 -31.000000 241:237
06.1166667 -30.000000 241:237
06.1166667 -29.000000 241:237
06.1166667 -28.000000 241:237
06.1166667 -27.000000 241:237
06.1166667 -26.000000 241:237
06.1166667 -25.000000 241:237
06.1166667 -24.000000 241:237
06.1166667 -23.000000 241:237
06.1166667 -22.000000 241:237
06.1166667 -21.000000 241:237
06.1166667 -20.000000 241:237
06.1166667 -19.000000 241:237
06.1166667 -18.000000 241:237
06.1166667 -17.000000 241:237
06.1166667 -16.000000 241:237
06.1166667 -15.000000 241:237
06.1166667 -14.000000 241:237
06.1166667 -13.000000 241:237
06.1166667 -12.000000 241:237
06.1166667 -11.000000 241:237
06.1666667 -55.000000 269:268
06.1666667 -54.000000 269:268
06.1666667 -53.000000 269:268
06.1666667 -52.500000 269:268
06.2166667 +17.500000 502:503
06.2166667 +18.000000 502:503
06.2166667 +19.000000 502:503
06.2166667 +20.000000 502:503
06.2166667 +21.000000 502:503
06.2166667 +21.500000 502:503
06.2416667 -04.000000 627:624
06.2416667 -03.000000 627:624
06.2416667 -02.000000 627:624
06.2416667 -01.000000 627:624
06.2416667 +00.000000 627:624
06.2416667 +01.000000 627:624
06.2416667 +02.000000 627:624
06.2416667 +03.000000 627:624
06.2416667 +04.000000 627:624
06.2416667 +05.000000 627:624
06.2416667 +06.000000 627:624
06.2416667 +07.000000 627:624
06.2416667 +08.000000 627:624
06.2416667 +09.000000 627:624
06.2416667 +10.000000 627:624
06.3083333 +10.000000 625:501
06.3083333 +11.000000 625:501
06.3083333 +12.000000 625:501
06.3083333 +13.000000 625:501
06.3083333 +14.000000 625:501
06.3083333 +15.000000 625:501
06.3083333 +16.000000 625:501
06.3083333 +17.000000 625:501
06.3083333 +17.500000 625:501
06.5000000 -58.000000 271:270
06.5000000 -57.000000 271:270
06.5000000 -56.000000 271:270
06.5000000 -55.000000 271:270
06.5000000 +50.000000 139:138
06.5000000 +51.000000 139:138
06.5000000 +52.000000 139:138
06.5000000 +53.000000 139:138
06.5000000 +54.000000 139:138
06.5333333 +28.000000 145:144
06.5333333 +29.000000 145:144
06.5333333 +30.000000 145:144
06.5333333 +31.000000 145:144
06.5333333 +32.000000 145:144
06.5333333 +33.000000 145:144
06.5333333 +34.000000 145:144
06.5333333 +35.000000 145:144
06.5333333 +35.500000 145:144
06.5833333 -75.000000 622:427
06.5833333 -74.000000 622:427
06.5833333 -73.000000 622:427
06.5833333 -72.000000 622:427
06.5833333 -71.000000 622:427
06.5833333 -70.000000 622:427
06.5833333 -69.000000 622:427
06.5833333 -68.000000 622:427
06.5833333 -67.000000 622:427
06.5833333 -66.000000 622:427
06.5833333 -65.000000 622:427
06.5833333 -64.000000 622:427
06.5833333 -43.000000 355:240
06.5833333 -42.000000 355:240
06.5833333 -41.000000 355:240
06.5833333 -40.000000 355:240
06.5833333 -39.000000 355:240
06.5833333 -38.000000 355:240
06.5833333 -37.000000 355:240
06.5833333 -36.000000 355:240
06.5833333 -35.000000 355:240
06.5833333 -34.000000 355:240
06.5833333 -33.000000 355:240
06.8000000 +44.500000 141:140
06.8000000 +45.000000 141:140
06.8000000 +46.000000 141:140
06.8000000 +47.000000 141:140
06.8000000 +48.000000 141:140
06.8000000 +49.000000 141:140
06.8000000 +50.000000 141:140
06.8333333 -64.000000 273:272
06.8333333 -63.000000 273:272
06.8333333 -62.000000 273:272
06.8333333 -61.000000 273:272
06.8333333 -60.000000 273:272
06.8333333 -59.000000 273:272
06.8333333 -58.000000 273:272
06.9333333 +10.000000 508:509
06.9333333 +11.000000 508:509
06.9333333 +12.000000 508:509
07.0000000 +05.500000 248:250
07.0000000 +06.000000 248:250
07.0000000 +07.000000 248:250
07.0000000 +08.000000 248:250
07.0000000 +09.000000 248:250
07.0000000 +10.000000 248:250
07.0000000 +11.000000 248:250
07.0000000 +12.000000 248:250
07.0000000 +12.500000 248:250
07.0000000 +60.000000 212:213
07.0000000 +61.000000 212:213
07.0000000 +62.000000 212:213
07.0166667 +01.500000 246:247
07.0166667 +02.000000 246:247
07.0166667 +03.000000 246:247
07.0166667 +04.000000 246:247
07.0166667 +05.000000 246:247
07.0166667 +05.500000 246:247
07.2000000 +00.000000 244:245
07.2000000 +01.000000 244:245
07.2000000 +01.500000 244:245
07.3666667 -33.000000 239:238
07.3666667 -32.000000 239:238
07.3666667 -31.000000 239:238
07.3666667 -30.000000 239:238
07.3666667 -29.000000 239:238
07.3666667 -28.000000 239:238
07.3666667 -27.000000 239:238
07.3666667 -26.000000 239:238
07.3666667 -25.000000 239:238
07.3666667 -24.000000 239:238
07.3666667 -23.000000 239:238
07.3666667 -22.000000 239:238
07.3666667 -21.000000 239:238
07.3666667 -20.000000 239:238
07.3666667 -19.000000 239:238
07.3666667 -18.000000 239:238
07.3666667 -17.000000 239:238
07.3666667 -16.000000 239:238
07.3666667 -15.000000 239:238
07.3666667 -14.000000 239:238
07.3666667 -13.000000 239:238
07.3666667 -12.000000 239:238
07.3666667 -11.000000 239:238
07.3666667 +35.500000 143:142
07.3666667 +36.000000 143:142
07.3666667 +37.000000 143:142
07.3666667 +38.000000 143:142
07.3666667 +39.000000 143:142
07.3666667 +40.000000 143:142
07.3666667 +41.000000 143:142
07.3666667 +42.000000 143:142
07.3666667 +43.000000 143:142
07.3666667 +44.000000 143:142
07.3666667 +44.500000 143:142
07.5000000 +12.500000 251:252
07.5000000 +13.000000 251:252
07.5000000 +13.500000 251:252
07.6666667 -85.000000 620:343
07.6666667 -84.000000 620:343
07.6666667 -83.000000 620:343
07.6666667 -82.000000 620:343
07.6666667 -81.000000 620:343
07.6666667 -80.000000 620:343
07.6666667 -79.000000 620:343
07.6666667 -78.000000 620:343
07.6666667 -77.000000 620:343
07.6666667 -76.000000 620:343
07.6666667 -75.000000 620:343
07.7500000 +33.500000 507:506
07.7500000 +34.000000 507:506
07.7500000 +35.000000 507:506
07.7500000 +35.500000 507:506
07.8083333 +10.000000 219:221
07.8083333 +11.000000 219:221
07.8083333 +12.000000 219:221
07.8083333 +13.000000 219:221
07.8083333 +14.000000 219:221
07.8083333 +15.000000 219:221
07.8083333 +16.000000 219:221
07.8083333 +17.000000 219:221
07.8083333 +18.000000 219:221
07.8083333 +19.000000 219:221
07.8083333 +20.000000 219:221
07.8833333 +20.000000 222:223
07.8833333 +21.000000 222:223
07.8833333 +22.000000 222:223
